lensid,MJD,filter,RA,RA_err,DEC,DEC_err,x,x_com_err,y,y_com_err,flux,flux_err,size,size_err,e1,e2,psf_sigma,sky
49161272,59825.256044,r,0,0,0,0,0.175423186189,0,-0.447997631655,0,14.9677277585,0.04462551032948957,1.04520013801,0,-0.0798670575023,-0.0330038145185,0.949096,24.128617
5174697,59825.256044,r,0,0,0,0,0.160685465718,0,0.0598162652515,0,24.7020274851,0.04462551032948957,1.05552752187,0,0.0245698485523,-0.0819500088692,0.949096,24.128617
38933261,59825.256044,r,0,0,0,0,-0.17978256889,0,0.606600364119,0,239.415267731,0.04462551032948957,1.11869031431,0,0.0177830755711,-0.221632689238,0.949096,24.128617
5976939,59825.256044,r,0,0,0,0,0.0508197527014,0,0.215032028395,0,13.7697092982,0.04462551032948957,1.04612960605,0,-0.0625119805336,-0.0654582902789,0.949096,24.128617
2535585,59825.256044,r,0,0,0,0,0.179282367525,0,0.264116877187,0,27.2537362657,0.04462551032948957,1.06980754093,0,0.00456074951217,0.00510480301455,0.949096,24.128617
13152642,59825.325979,g,0,0,0,0,-0.0102432506243,0,0.010556431895,0,0.933533825319,0.03751826923898603,1.34550062936,0,0.0147380270064,0.046609248966,1.242407,24.316968
28927224,59825.325979,g,0,0,0,0,0.444396855608,0,0.135052139595,0,2.36799569231,0.03751826923898603,1.3201117354,0,0.0188237316906,-0.0102778710425,1.242407,24.316968
24573293,59825.325979,g,0,0,0,0,0.0239944779056,0,-0.235081280122,0,1.42479586827,0.03751826923898603,1.41625812677,0,-0.120023548603,0.0289446618408,1.242407,24.316968
120117,59825.325979,g,0,0,0,0,0.094298926966,0,0.108389811396,0,206.798005633,0.03751826923898603,1.32370224039,0,0.00302612758242,-0.0122742233798,1.242407,24.316968
30737083,59825.325979,g,0,0,0,0,-0.135044589817,0,-0.00256709105198,0,16.6546172957,0.03751826923898603,1.46213180981,0,-0.129778385162,0.173930078745,1.242407,24.316968
35762883,59825.325979,g,0,0,0,0,0.0146365875614,0,0.344785370038,0,6.94357180799,0.03751826923898603,1.32763520327,0,-0.0142399528995,-0.0134447440505,1.242407,24.316968
409363,59825.325979,g,0,0,0,0,-0.252672087038,0,-0.0906528324279,0,117.370271239,0.03751826923898603,1.58960525755,0,0.206827968359,0.3102401793,1.242407,24.316968
19707312,59825.325979,g,0,0,0,0,0.614633767733,0,-0.255513539398,0,3.35977282067,0.03751826923898603,1.35162555187,0,0.0252872686833,-0.0538946390152,1.242407,24.316968
4786161,59825.325979,g,0,0,0,0,-0.036707657572,0,-0.0850992057992,0,6.34708203891,0.03751826923898603,1.31994453612,0,-0.0456775091588,0.0258793663234,1.242407,24.316968
8238505,59825.325979,g,0,0,0,0,0.302547061712,0,-0.0708261827327,0,7.92118865588,0.03751826923898603,1.41262151442,0,-0.00584514206275,0.0242562294006,1.242407,24.316968
49161272,59825.325979,g,0,0,0,0,0.191267477639,0,-0.555364101828,0,11.21624601,0.03751826923898603,1.332074408,0,-0.0338792018592,-0.0172111149877,1.242407,24.316968
5174697,59825.325979,g,0,0,0,0,0.548345204415,0,-0.216703654175,0,6.87409525907,0.03751826923898603,1.492235899,0,0.0735187008977,-0.249149471521,1.242407,24.316968
38933261,59825.325979,g,0,0,0,0,-0.182383610487,0,0.608882661235,0,218.066365955,0.03751826923898603,1.3721295252,0,0.0127425882965,-0.136369481683,1.242407,24.316968
5976939,59825.325979,g,0,0,0,0,-0.0694485179517,0,0.48822087127,0,4.72521372395,0.03751826923898603,1.3925424613,0,-0.0912398025393,-0.0947073921561,1.242407,24.316968
2535585,59825.325979,g,0,0,0,0,0.295514390967,0,0.512327305443,0,10.3577557089,0.03751826923898603,1.41319500058,0,0.0304634030908,-0.0224606525153,1.242407,24.316968
13152642,59825.352519,g,0,0,0,0,-0.00732415949098,0,0.0125880456328,0,0.93888956503,0.033595290102228934,1.23062401673,0,0.0171732753515,0.0542518757284,1.139232,24.436879
28927224,59825.352519,g,0,0,0,0,0.446588479545,0,0.134496243796,0,2.38317517467,0.033595290102228934,1.21423015094,0,0.0222953557968,-0.0121665755287,1.139232,24.436879
24573293,59825.352519,g,0,0,0,0,0.024096847187,0,-0.23369388653,0,1.4311607217,0.033595290102228934,1.27788908047,0,-0.141723275185,0.0341856442392,1.139232,24.436879
120117,59825.352519,g,0,0,0,0,0.0965352021691,0,0.10798076154,0,206.852089387,0.033595290102228934,1.19179888522,0,0.00316670932807,-0.0123514430597,1.139232,24.436879
30737083,59825.352519,g,0,0,0,0,-0.133459072908,0,0.00122091614588,0,16.7020495192,0.033595290102228934,1.3527911409,0,-0.151263192296,0.20271679759,1.139232,24.436879
35762883,59825.352519,g,0,0,0,0,0.0144955585086,0,0.344693629561,0,6.97614857955,0.033595290102228934,1.21722289325,0,-0.0168875344098,-0.0159444157034,1.139232,24.436879
409363,59825.352519,g,0,0,0,0,-0.131874777464,0,-0.0274646748145,0,112.050498179,0.033595290102228934,1.40603766445,0,0.17988795042,0.269584238529,1.139232,24.436879
19707312,59825.352519,g,0,0,0,0,0.612689126568,0,-0.256216869839,0,3.36337782627,0.033595290102228934,1.24591254057,0,0.0297940298915,-0.0635150372982,1.139232,24.436879
4786161,59825.352519,g,0,0,0,0,-0.0372111497969,0,-0.085437900004,0,6.34545468147,0.033595290102228934,1.19652540578,0,-0.0540343523026,0.0307277720422,1.139232,24.436879
8238505,59825.352519,g,0,0,0,0,0.299326962649,0,-0.0699651006399,0,7.9606175375,0.033595290102228934,1.31934254096,0,-0.00672224117443,0.0274518188089,1.139232,24.436879
49161272,59825.352519,g,0,0,0,0,0.191397741515,0,-0.562142176836,0,11.2272279121,0.033595290102228934,1.22820831947,0,-0.0395812913775,-0.0200940817595,1.139232,24.436879
5174697,59825.352519,g,0,0,0,0,0.537445851478,0,-0.208850568085,0,6.90568552398,0.033595290102228934,1.42455190964,0,0.0839522257447,-0.284572690725,1.139232,24.436879
38933261,59825.352519,g,0,0,0,0,-0.187568864795,0,0.618621704486,0,220.419273932,0.033595290102228934,1.27450919455,0,0.0149824190885,-0.160362228751,1.139232,24.436879
5976939,59825.352519,g,0,0,0,0,-0.0673935901934,0,0.486424074488,0,4.72993934703,0.033595290102228934,1.30260620756,0,-0.10737233609,-0.111456297338,1.139232,24.436879
2535585,59825.352519,g,0,0,0,0,0.295207294538,0,0.506040241456,0,10.3526316675,0.033595290102228934,1.30891197356,0,0.0356701128185,-0.0260105915368,1.139232,24.436879
13152642,59827.2603,z,0,0,0,0,0.0525829292475,0,0.0603372616371,0,40.2122717644,0.13878943112435416,0.874807182993,0,0.0166488904506,0.0528887324035,0.807941,22.896684
28927224,59827.2603,z,0,0,0,0,0.162408680241,0,0.107199112344,0,18.1553181337,0.13878943112435416,0.874548044107,0,0.0206944104284,-0.00190014345571,0.807941,22.896684
24573293,59827.2603,z,0,0,0,0,0.0956442178772,0,0.0834614946886,0,23.7621309635,0.13878943112435416,0.863084557436,0,-0.0227324981242,0.00638530263677,0.807941,22.896684
120117,59827.2603,z,0,0,0,0,0.100688294201,0,0.101768993825,0,1118.10418201,0.13878943112435416,0.839672676633,0,0.000835996528622,-0.00232191523537,0.807941,22.896684
30737083,59827.2603,z,0,0,0,0,0.0501302504737,0,0.101826599144,0,73.9997016849,0.13878943112435416,0.925899163044,0,-0.0760262310505,0.108124427497,0.807941,22.896684
35762883,59827.2603,z,0,0,0,0,0.0560620435831,0,0.227424466076,0,19.0145379105,0.13878943112435416,0.860377248263,0,-0.0273508485407,-0.0244791544974,0.807941,22.896684
409363,59827.2603,z,0,0,0,0,0.101432465747,0,0.100153081874,0,651.128103874,0.13878943112435416,0.856878173412,0,0.00262858229689,0.00360011868179,0.807941,22.896684
19707312,59827.2603,z,0,0,0,0,0.171438481563,0,0.0522766182851,0,29.9558984808,0.13878943112435416,0.873195087452,0,0.0206284411252,-0.0503103174269,0.807941,22.896684
4786161,59827.2603,z,0,0,0,0,0.0841337022445,0,0.0803890911685,0,60.6512437086,0.13878943112435416,0.857737686365,0,-0.0141765335575,0.0109924832359,0.807941,22.896684
8238505,59827.2603,z,0,0,0,0,0.114066620581,0,0.0903123329739,0,112.271253824,0.13878943112435416,0.868900343244,0,-0.000355987198418,-6.0432463215e-05,0.807941,22.896684
49161272,59827.2603,z,0,0,0,0,0.120556173566,0,-0.0453229990812,0,61.612355684,0.13878943112435416,0.889434137026,0,-0.073350250721,-0.0248311012983,0.807941,22.896684
5174697,59827.2603,z,0,0,0,0,0.112165202199,0,0.0940891552388,0,92.226354264,0.13878943112435416,0.856464595718,0,0.00708668259904,-0.0239766184241,0.807941,22.896684
38933261,59827.2603,z,0,0,0,0,-0.107180117051,0,0.481970331399,0,391.139637052,0.13878943112435416,0.972117762262,0,-0.000207942197449,-0.267425566912,0.807941,22.896684
5976939,59827.2603,z,0,0,0,0,0.0893005584065,0,0.127554077791,0,51.9853301976,0.13878943112435416,0.87234413948,0,-0.0226539820433,-0.0237533990294,0.807941,22.896684
2535585,59827.2603,z,0,0,0,0,0.136616401909,0,0.172798334414,0,60.0990197071,0.13878943112435416,0.901339964926,0,-0.000799592176918,0.00824318826199,0.807941,22.896684
13152642,59827.278039,z,0,0,0,0,0.053824670841,0,0.0615902351283,0,40.2536624091,0.127329430215371,0.85549481697,0,0.0171612482518,0.0544491782784,0.789221,22.990253
28927224,59827.278039,z,0,0,0,0,0.161046996086,0,0.107007285564,0,17.9540646231,0.127329430215371,0.848410128111,0,0.0216340329498,-0.00198784470558,0.789221,22.990253
24573293,59827.278039,z,0,0,0,0,0.0958236099898,0,0.0837428153462,0,24.0532194639,0.127329430215371,0.837188987127,0,-0.0234704818577,0.00658002309501,0.789221,22.990253
120117,59827.278039,z,0,0,0,0,0.100712128019,0,0.100762213122,0,1119.57201169,0.127329430215371,0.828525412617,0,0.000832845922559,-0.00222397246398,0.789221,22.990253
30737083,59827.278039,z,0,0,0,0,0.0518340130346,0,0.103730220206,0,74.2133297334,0.127329430215371,0.881303733147,0,-0.0787177756429,0.111415207386,0.789221,22.990253
35762883,59827.278039,z,0,0,0,0,0.0560719321894,0,0.228500822954,0,18.9339352399,0.127329430215371,0.847056375825,0,-0.0286443978548,-0.02563624084,0.789221,22.990253
409363,59827.278039,z,0,0,0,0,0.101944584488,0,0.100808845136,0,652.692960469,0.127329430215371,0.84311693201,0,0.00222251960076,0.0029712356627,0.789221,22.990253
19707312,59827.278039,z,0,0,0,0,0.170931696246,0,0.0529531448201,0,29.8273244937,0.127329430215371,0.847055036541,0,0.0214343219995,-0.05226900056,0.789221,22.990253
4786161,59827.278039,z,0,0,0,0,0.0846494448372,0,0.0804805422289,0,60.2654042555,0.127329430215371,0.83524314188,0,-0.0147599056363,0.0114349471405,0.789221,22.990253
8238505,59827.278039,z,0,0,0,0,0.112662789039,0,0.0897389110938,0,113.063855802,0.127329430215371,0.844575457453,0,-0.000355316791683,-0.000142594406498,0.789221,22.990253
49161272,59827.278039,z,0,0,0,0,0.120112105958,0,-0.0444830193548,0,60.6309457164,0.127329430215371,0.882664903455,0,-0.0765048488975,-0.0259013138711,0.789221,22.990253
5174697,59827.278039,z,0,0,0,0,0.111664548198,0,0.0947935099323,0,92.3369610804,0.127329430215371,0.846012102205,0,0.00687111075968,-0.0233325362206,0.789221,22.990253
38933261,59827.278039,z,0,0,0,0,-0.10836551806,0,0.475258830499,0,388.317100184,0.127329430215371,0.957586474551,0,-0.000278415012872,-0.278246253729,0.789221,22.990253
5976939,59827.278039,z,0,0,0,0,0.0895963582525,0,0.12705372423,0,51.9441237349,0.127329430215371,0.841062688586,0,-0.0231587924063,-0.0242779925466,0.789221,22.990253
2535585,59827.278039,z,0,0,0,0,0.136405391379,0,0.172922929421,0,60.2032181764,0.127329430215371,0.877127617398,0,-0.000877032231074,0.00867530889809,0.789221,22.990253
13152642,59827.287816,z,0,0,0,0,0.0561338143824,0,0.0631586537082,0,40.1171611052,0.11739975637185214,0.818885861901,0,0.0183102563024,0.0579154156148,0.748829,23.078407
28927224,59827.287816,z,0,0,0,0,0.16249643903,0,0.107936488112,0,18.0736823044,0.11739975637185214,0.798765421902,0,0.0238868128508,-0.00219867634587,0.748829,23.078407
24573293,59827.287816,z,0,0,0,0,0.0954514789494,0,0.0854778296599,0,23.8957451474,0.11739975637185214,0.807153615935,0,-0.0251463390887,0.00701652653515,0.748829,23.078407
120117,59827.287816,z,0,0,0,0,0.101832910076,0,0.100811190976,0,1120.34554458,0.11739975637185214,0.794408701035,0,0.000826111354399,-0.00200025271624,0.748829,23.078407
30737083,59827.287816,z,0,0,0,0,0.0542270721896,0,0.107530332735,0,75.3684274148,0.11739975637185214,0.854949671678,0,-0.0849374607205,0.118793457747,0.748829,23.078407
35762883,59827.287816,z,0,0,0,0,0.0560028117055,0,0.227203064696,0,18.8574392994,0.11739975637185214,0.808118945054,0,-0.0317653529346,-0.0284277293831,0.748829,23.078407
409363,59827.287816,z,0,0,0,0,0.102303948434,0,0.100639216918,0,646.590667997,0.11739975637185214,0.791383889101,0,0.00152916903608,0.00188570434693,0.748829,23.078407
19707312,59827.287816,z,0,0,0,0,0.167473869438,0,0.0539978443352,0,30.0625404648,0.11739975637185214,0.826982861149,0,0.0233187582344,-0.0568462125957,0.748829,23.078407
4786161,59827.287816,z,0,0,0,0,0.0854876632333,0,0.0803415972794,0,60.8242422784,0.11739975637185214,0.811114218735,0,-0.016137290746,0.0124755548313,0.748829,23.078407
8238505,59827.287816,z,0,0,0,0,0.113614086387,0,0.0906965290194,0,113.741032943,0.11739975637185214,0.807528825329,0,-0.000349249778083,-0.000356397766154,0.748829,23.078407
49161272,59827.287816,z,0,0,0,0,0.120009380412,0,-0.0429229745304,0,61.425723905,0.11739975637185214,0.83182746816,0,-0.0839963704348,-0.0284440033138,0.748829,23.078407
5174697,59827.287816,z,0,0,0,0,0.11017180388,0,0.0953534506828,0,92.7608988614,0.11739975637185214,0.803803455616,0,0.00631221942604,-0.0216532722116,0.748829,23.078407
38933261,59827.287816,z,0,0,0,0,-0.108464866298,0,0.4822724252,0,389.54107276,0.11739975637185214,0.93272713068,0,-0.000458194146631,-0.303536087275,0.748829,23.078407
5976939,59827.287816,z,0,0,0,0,0.0902721335669,0,0.124267933705,0,52.4177887566,0.11739975637185214,0.81156509925,0,-0.0242193061858,-0.0253772363067,0.748829,23.078407
2535585,59827.287816,z,0,0,0,0,0.134673253255,0,0.170493387558,0,60.2931193893,0.11739975637185214,0.828947840896,0,-0.00106882536784,0.00971581786871,0.748829,23.078407
13152642,59827.307705,z,0,0,0,0,0.0538049513339,0,0.061163249912,0,40.1483028444,0.10964943436146224,0.834919678961,0,0.0173308607191,0.0549638792872,0.78313,23.152559
28927224,59827.307705,z,0,0,0,0,0.161211916419,0,0.107524411331,0,17.9320517748,0.10964943436146224,0.852117154119,0,0.0219532698393,-0.00201767729595,0.78313,23.152559
24573293,59827.307705,z,0,0,0,0,0.0948864438086,0,0.0844717228755,0,23.8127190284,0.10964943436146224,0.852619506864,0,-0.0237159449607,0.00664447015151,0.78313,23.152559
120117,59827.307705,z,0,0,0,0,0.101202921841,0,0.101284959255,0,1113.5752621,0.10964943436146224,0.819002253082,0,0.000831799174193,-0.00219123088755,0.78313,23.152559
30737083,59827.307705,z,0,0,0,0,0.0520296210611,0,0.103421172041,0,74.3900991651,0.10964943436146224,0.898887752474,0,-0.0796190574765,0.112504415214,0.78313,23.152559
35762883,59827.307705,z,0,0,0,0,0.056621876739,0,0.225917627996,0,19.0717975992,0.10964943436146224,0.835226348777,0,-0.0290849804878,-0.0260303225368,0.78313,23.152559
409363,59827.307705,z,0,0,0,0,0.102073334815,0,0.100470421446,0,660.370909409,0.10964943436146224,0.821511085039,0,0.0021022579167,0.00278417300433,0.78313,23.152559
19707312,59827.307705,z,0,0,0,0,0.170006512987,0,0.0525069365058,0,29.5927582693,0.10964943436146224,0.847324997802,0,0.0217054579407,-0.0529278628528,0.78313,23.152559
4786161,59827.307705,z,0,0,0,0,0.0851776989311,0,0.0806279398243,0,60.4881547795,0.10964943436146224,0.830868503251,0,-0.0149569259956,0.0115841440856,0.78313,23.152559
8238505,59827.307705,z,0,0,0,0,0.112765643782,0,0.0893335404769,0,112.60217596,0.10964943436146224,0.840899599101,0,-0.000354827701813,-0.000171488296473,0.78313,23.152559
49161272,59827.307705,z,0,0,0,0,0.11972620791,0,-0.0443365587702,0,61.8579311808,0.10964943436146224,0.864638571599,0,-0.0775726661086,-0.0262636486441,0.78313,23.152559
5174697,59827.307705,z,0,0,0,0,0.110800322292,0,0.0942322763873,0,92.5158401319,0.10964943436146224,0.84818852304,0,0.0067951050587,-0.0231049004942,0.78313,23.152559
38933261,59827.307705,z,0,0,0,0,-0.109303679628,0,0.478669934803,0,390.77260313,0.10964943436146224,0.959660480153,0,-0.000303021632135,-0.281886518002,0.78313,23.152559
5976939,59827.307705,z,0,0,0,0,0.0895465465079,0,0.126077427311,0,51.7803539188,0.10964943436146224,0.821726255322,0,-0.0233218036592,-0.0244472008198,0.78313,23.152559
2535585,59827.307705,z,0,0,0,0,0.13748814117,0,0.173274540823,0,60.3523644764,0.10964943436146224,0.869901960978,0,-0.000903718930203,0.00882243644446,0.78313,23.152559
13152642,59827.314787,z,0,0,0,0,0.056589450734,0,0.0633398662879,0,40.0249009859,0.09767027165938527,0.796511632296,0,0.0186376646161,0.0588932745159,0.737639,23.278169
