lensid,MJD,filter,RA,RA_err,DEC,DEC_err,x,x_com_err,y,y_com_err,flux,flux_err,size,size_err,e1,e2,e,phi,psf_sigma,sky
710960,59823.286523,g,0,0,0,0,2.13504549095,0,1.21519613786,0,21.9127681693,0.0354934647429,1.45018108439,0,0.23861259222,0.336002796888,0.412109025238,0.476645153559,1.093153,24.377204
17432684,59823.286523,g,0,0,0,0,0.122684813052,0,0.759362661609,0,18.2072620337,0.0354934647429,1.1802106831,0,-0.0550491921604,-0.00471293739974,0.0552505686527,0.0427024712892,1.093153,24.377204
50310149,59823.286523,g,0,0,0,0,0.252745806218,0,0.466554938531,0,5.98318327386,0.0354934647429,1.22539772981,0,-0.0593119710684,0.02588837035,0.0647156675883,-0.205776153842,1.093153,24.377204
52812164,59823.286523,g,0,0,0,0,0.387454181323,0,-0.341340197379,0,6.27277155155,0.0354934647429,1.2102567084,0,-0.0311405975372,-0.0565424636006,0.0645506545668,0.533689855943,1.093153,24.377204
