obsHistID,expMJD,filter,FWHMeff,fiveSigmaDepth
1194630,61330.219302,g,0.980577,24.518679
1194668,61330.23721,g,0.96652,24.600168
1195309,61331.163809,r,0.991419,24.020014
1195343,61331.179434,r,0.961585,24.098618
1196401,61332.302423,i,0.700466,23.952169
1196456,61332.332918,i,0.720826,23.896806
1198526,61336.184499,z,0.782606,22.633251
1199275,61337.156924,y,1.008625,21.468724
1200300,61338.259973,z,0.765256,22.420025
1200344,61338.282685,z,0.771965,22.420997
1200836,61340.13444,y,0.813016,21.692161
1204924,61351.078462,u,1.118493,22.99937
1205926,61355.194516,i,0.658341,24.028484
1205971,61355.217702,i,0.658908,24.026821
1206428,61356.100024,g,0.916794,24.583445
1206459,61356.114917,g,0.891764,24.646199
1209686,61361.116937,i,0.910943,23.509181
1209724,61361.136416,i,0.89074,23.565907
1211705,61364.072963,z,0.786667,22.673383
1211728,61364.083899,z,0.769405,22.717836
1212793,61365.257781,i,1.137631,22.885447
1212826,61365.273303,i,1.168911,22.876721
1213025,61366.024655,z,1.41369,21.41172
1213065,61366.042876,z,1.335577,21.814958
1220933,61378.033119,y,0.883346,21.455493
1221625,61379.029665,z,0.661271,22.254218
1223100,61381.038997,z,0.854148,21.980491
1224718,61383.141149,r,0.63893,24.724673
1224748,61383.156631,r,0.642832,24.712794
1225482,61384.172709,g,0.922744,24.659396
1225512,61384.187288,g,0.93681,24.62824
1230339,61392.058622,r,0.797271,24.077447
1231985,61394.199782,i,0.694002,23.356583
1232013,61394.213235,i,0.715134,23.327217
1237357,61409.135547,u,0.900821,23.414118
1240153,61413.112544,r,0.708434,24.577743
1240183,61413.126202,r,0.722279,24.539826
1243717,61419.145159,i,0.960747,23.422738
1243759,61419.167977,i,1.0225,23.387267
1246568,61423.13579,i,0.754958,23.269689
1246615,61423.157985,i,0.802779,23.17275
1254591,61434.120493,r,0.704987,24.348879
1254623,61434.135926,r,0.73968,24.2855
1257583,61438.125258,g,0.688389,24.772415
1260426,61442.065198,g,0.737208,24.834344
1260458,61442.082794,g,0.766216,24.753376
1261941,61444.070817,u,0.900397,23.336499
1265026,61449.061602,r,0.798751,24.213473
1265076,61449.085123,r,0.850983,24.113569
1267452,61452.091535,i,1.31081,22.667998
1268913,61454.029357,y,0.972479,21.360084
1269835,61455.084031,y,0.888523,21.546042
1272214,61458.043364,y,0.794269,21.708381
1274638,61461.016721,z,0.742465,22.130438
1274696,61461.045688,z,0.7967,22.994944
1280437,61468.046869,i,0.993454,23.383122
1287961,61476.99833,z,0.775592,22.074291
1287993,61477.01279,z,0.809312,22.021354
1291411,61480.99709,y,0.818991,21.508399
1291415,61480.998881,y,0.823466,21.500233
1292303,61482.010129,y,0.675432,21.695435
1384071,61607.375019,z,1.013163,22.248389
1384115,61607.395628,z,0.957494,22.369034
1385105,61608.371905,y,0.78126,21.706493
1385107,61608.372801,y,0.779132,21.710581
1398049,61625.323408,r,0.931366,24.141787
1398087,61625.343826,r,0.8793,24.255634
1398188,61625.396008,r,0.797152,24.448463
1398219,61625.410333,r,0.784216,24.480468
1401102,61628.347466,i,0.98467,23.481794
1401125,61628.357822,i,0.963783,23.537565
1403828,61631.305638,y,0.80462,21.669989
1404874,61648.264703,u,1.39762,22.757883
1404901,61648.276822,u,1.350688,22.84573
1405916,61649.297674,i,0.9729,23.522703
1405954,61649.315195,i,0.942384,23.584346
1411482,61655.290709,i,0.886676,23.63875
1411512,61655.30422,i,0.867108,23.681905
1412275,61656.2411,r,0.828907,24.105015
1412470,61656.336103,g,0.723629,24.92716
1412506,61656.352293,g,0.716059,24.948737
1413649,61672.200333,g,1.053637,24.352468
1413678,61672.213435,g,1.016113,24.429517
1414016,61672.378962,r,0.845057,24.281467
1416240,61677.393426,z,0.786344,22.075029
1416678,61678.192279,u,1.111552,23.04656
1419149,61681.169773,u,1.230996,22.865311
1419345,61681.261153,r,0.909128,24.323235
1419379,61681.277434,r,0.897725,24.347886
1421046,61683.254247,i,0.830452,23.756353
1421094,61683.276776,i,0.816636,23.788763
1422642,61685.221612,r,0.99457,24.101943
1423375,61686.169421,r,0.980782,23.868751
1423427,61686.195908,r,0.920807,24.024183
1425237,61688.256358,i,0.861487,23.442513
1425268,61688.270499,i,0.85511,23.489003
1426663,61690.143655,z,1.039858,22.223798
1426706,61690.163839,z,0.980951,22.341873
1427245,61691.13935,y,1.378062,21.082436
1427336,61691.18016,y,1.237075,21.241794
1431095,61695.361388,y,0.848328,21.512908
1432668,61697.32729,i,0.627855,23.451616
1432701,61697.342873,i,0.640597,23.414618
1439089,61708.097736,u,1.164136,22.935285
1439481,61708.354863,z,0.906591,21.908714
1439512,61708.368866,z,0.940756,21.862973
1439874,61709.175185,r,0.870318,24.362108
1439918,61709.195679,r,0.854065,24.398947
1443809,61722.062152,y,1.04899,21.388454
1443853,61722.081834,y,0.994262,21.467681
1443913,61722.108725,y,0.939577,21.549379
1444904,61723.214545,z,0.67885,22.447738
1444935,61723.229453,z,0.68363,22.438506
1447989,61727.26556,i,1.044617,23.051247
1448011,61727.275949,i,1.062813,23.012906
1450095,61730.236431,g,1.057401,24.136167
1453722,61736.264909,r,0.827943,24.354599
1453766,61736.28841,r,0.875967,24.243374
1457940,61742.293535,g,1.036309,24.324582
1458081,61743.028913,z,0.817588,22.022489
1458110,61743.04226,z,0.794368,22.057808
1459722,61745.155891,i,0.77229,23.735739
1459752,61745.170312,i,0.777786,23.745234
1462587,61749.220037,i,0.732915,23.24897
1462617,61749.234274,i,0.754601,23.222282
1463719,61751.102402,y,0.628915,22.009246
1464308,61752.042162,y,0.872257,21.489808
1467285,61756.145783,r,1.013478,23.811371
1468776,61758.194835,r,0.794291,24.18134
1468810,61758.210891,r,0.820868,24.084943
1470171,61760.197503,g,0.971338,24.246599
1471711,61764.211959,u,1.144377,23.013531
1477411,61773.03985,z,0.745018,22.139007
1479671,61776.125944,i,1.067589,23.127023
1479710,61776.145186,i,1.101719,23.094848
1480973,61778.088538,i,0.706068,23.337243
1480989,61778.09576,i,0.710441,23.326542
1482973,61781.061234,y,0.601516,22.056975
1483816,61782.117346,z,0.641579,22.631239
1483860,61782.138384,z,0.666796,22.543893
1484493,61783.107772,y,0.706818,21.866674
1488144,61788.11888,g,1.239185,24.147585
1490148,61791.056552,y,0.947875,21.558799
1491603,61793.069389,r,0.897818,24.323658
1491633,61793.087203,r,0.918611,24.278811
1492275,61794.06539,u,1.488961,22.896606
1493058,61795.08885,r,1.357052,23.842909
1493088,61795.102598,r,1.393103,23.791379
1499666,61805.104101,r,1.059778,23.722402
1499694,61805.120532,r,1.115084,23.643994
1503360,61811.088448,y,0.823537,21.656785
1504173,61812.092296,z,0.997578,22.134784
1504206,61812.108014,z,1.051235,22.019208
1505741,61814.087197,i,0.93196,22.977066
1509745,61819.079421,g,1.000397,24.376558
1510491,61820.056218,g,0.776193,24.715471
1510518,61820.068937,g,0.80468,24.638776
1514481,61825.046588,u,1.339205,22.838032
1519448,61831.038079,r,1.220408,23.822397
1519473,61831.049453,r,1.265412,23.751843
1521862,61834.013026,y,1.159708,21.149784
1526889,61840.004303,y,0.907552,21.408266
1527797,61841.015078,z,0.913221,21.890765
1529805,61844.008003,y,1.232657,21.058318
1617040,61990.391601,y,0.794401,21.740818
1628661,62010.26925,i,0.940926,23.391105
1628693,62010.284347,i,0.900595,23.556987
1632981,62016.305181,z,0.712852,22.68982
1633002,62016.314587,z,0.701998,22.728769
1633016,62016.320872,z,0.695566,22.75364
1633046,62016.334755,z,0.683581,22.805956
1634971,62020.26859,y,0.799116,21.707737
1635087,62020.320564,y,0.729917,21.837259
1635092,62020.32286,y,0.727994,21.840962
1636328,62022.325148,y,0.702566,21.882023
1636956,62026.288829,r,0.788834,24.279135
1639296,62029.207237,r,0.922274,24.119585
1640279,62030.247419,u,1.338062,22.907256
1642074,62032.209742,u,1.153601,22.948558
1643181,62033.319908,i,0.85313,23.741959
1643211,62033.33369,i,0.848723,23.751961
1643883,62034.241758,i,0.850135,23.665729
1643927,62034.264865,i,0.815466,23.746262
1645582,62036.22747,g,0.904985,24.581791
1645627,62036.248713,g,0.866764,24.672085
1648090,62039.19591,i,1.244259,23.101979
1648121,62039.212325,i,1.190205,23.207035
1650742,62042.36303,r,0.906394,24.333508
1651585,62044.212137,y,0.883895,21.605688
1651948,62044.383813,z,0.847025,21.995116
1652487,62045.215446,y,0.647735,21.947601
1653320,62046.204726,y,0.709231,21.843209
1654180,62047.186952,y,0.735919,21.789825
1656229,62049.331697,z,0.609267,22.720985
1656264,62049.347601,z,0.615769,22.714816
1656284,62049.356624,z,0.620813,22.708923
1656314,62049.370238,z,0.630435,22.697202
1658794,62052.344495,i,0.609241,23.506592
1658833,62052.362665,i,0.621509,23.471057
1659231,62053.150145,r,0.778354,24.016742
1660479,62054.348276,r,0.721414,24.210064
1660507,62054.36121,r,0.732902,24.176575
1664030,62059.151567,u,0.972386,23.201225
1665450,62061.190936,g,1.021,24.511552
1665488,62061.212419,g,0.992445,24.570196
1668445,62067.113778,r,0.956555,24.039225
1670568,62070.115306,r,0.793831,24.041861
1672503,62076.105233,y,0.710634,21.825236
1672519,62076.11239,y,0.697803,21.851971
1674067,62078.079059,y,0.733607,21.765712
1677715,62082.33448,i,0.745144,23.335255
1678139,62083.180044,r,0.72198,24.366314
1678177,62083.197577,r,0.716891,24.359313
1681502,62089.076855,u,1.338619,22.880586
1686350,62096.165785,i,0.901481,23.658807
1686391,62096.186492,i,0.901746,23.68665
1687520,62098.030602,z,0.871468,21.942418
1687560,62098.049091,z,0.827454,22.977086
1687568,62098.05536,r,0.86931,24.125443
1689935,62102.052527,z,0.938132,22.435745
1689974,62102.070723,z,0.905575,22.505899
1693520,62107.051538,y,0.756372,21.782849
1694973,62110.041932,z,0.65596,22.266848
1695040,62110.08057,z,0.620266,23.299098
1695231,62110.168782,i,0.618346,23.616065
1695264,62110.18387,i,0.625183,23.577142
1695907,62111.1689,r,0.799569,24.052609
1701451,62119.19082,u,1.000687,23.301155
1702794,62121.176104,r,0.822569,24.41312
1702832,62121.195492,r,0.847257,24.355147
1704147,62123.160098,g,0.741485,24.886527
1704179,62123.175639,g,0.755854,24.846886
1708677,62130.15905,i,0.847631,23.417108
1708706,62130.17281,i,0.866643,23.402457
1714239,62138.186375,y,0.983382,21.471307
1714930,62139.173896,i,0.988573,22.944842
1718941,62145.102667,g,0.720352,24.914993
1718974,62145.119767,g,0.73695,24.867893
1719762,62146.175048,r,0.927994,24.157437
1719783,62146.184836,r,0.957025,24.096316
1723164,62151.126079,u,0.868557,23.401708
1727373,62157.087804,r,0.911955,24.184289
1727402,62157.10298,r,0.935695,24.149425
1727993,62158.049121,y,0.635371,21.845207
1728909,62159.143538,i,0.957706,23.250919
1729437,62160.047507,z,0.814946,22.039609
1729477,62160.070318,z,0.835692,22.75579
1730291,62161.106997,i,0.699692,23.371642
1730322,62161.121193,i,0.724132,23.312197
1737783,62171.039704,y,0.617293,21.867818
1743995,62179.063318,r,1.046359,24.078682
1744025,62179.077834,r,1.086193,24.004886
1747000,62183.042696,u,1.0123,23.220517
1750230,62187.023165,z,0.671868,22.240503
1750270,62187.04227,z,0.700085,23.154634
1751127,62188.068288,i,0.908881,23.300458
1754326,62192.048829,y,0.747308,21.758215
1755955,62194.021519,y,1.014076,21.300786
1762469,62202.004397,z,0.937803,21.871565
1762502,62202.020169,z,0.978618,21.818829
1764208,62204.032758,r,1.122044,23.904159
1766775,62207.024848,g,1.136469,24.21046
1767605,62208.001463,z,1.305317,21.507127
1767640,62208.017308,z,1.37103,22.49354
1774490,62216.989633,y,0.65221,21.74561
1774506,62216.996784,y,0.668223,21.708687
1869913,62344.377593,y,0.988734,21.473319
1876746,62351.420863,r,0.983923,22.268472
1877617,62352.352239,i,1.236693,23.132425
1877648,62352.366247,i,1.196394,23.189607
1878740,62353.419306,g,0.700796,22.835982
1882603,62357.320456,u,1.174692,22.933073
1885119,62361.304081,g,0.987799,24.391206
1885154,62361.320511,g,0.940181,24.496764
1886250,62362.373095,r,1.074266,24.118517
1886281,62362.387765,r,1.054739,24.154422
1890291,62367.424653,z,0.816011,22.040548
1891764,62369.312501,y,0.867503,21.618201
1891836,62369.348388,i,0.850193,23.272466
1892676,62370.274381,y,0.897394,21.540092
1892779,62370.320578,y,0.79101,21.727212
1893669,62371.268385,y,1.181485,21.236387
1895020,62373.288443,y,0.8858,21.582728
1896760,62377.329496,i,1.126248,22.815676
1896789,62377.342563,i,1.106955,22.851594
1896831,62377.361448,i,1.086268,22.892372
1896893,62377.390743,i,1.069353,22.931225
1899504,62380.278998,r,1.052384,23.841784
1903088,62385.265995,u,1.322639,22.893837
1903996,62386.239646,u,1.265906,22.843517
1907745,62390.249821,i,0.98052,23.477401
1907780,62390.266375,i,0.943927,23.551012
1908790,62391.298871,r,0.753593,24.509297
1908825,62391.315874,r,0.739302,24.546746
1909354,62393.265183,r,0.840495,24.348917
1909621,62393.395742,z,0.729333,22.161276
1910238,62394.248629,r,0.967725,24.103175
1910278,62394.267194,r,0.931939,24.147056
1914278,62401.198317,y,1.030241,21.402383
1915316,62402.399999,z,1.141385,21.671827
1916132,62404.220771,y,0.980553,21.488485
1919106,62409.214713,r,1.165139,23.803422
1919142,62409.232154,r,1.127656,23.857518
1919934,62410.200687,g,1.191653,24.276204
