,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,lensid,g_flux,g_x,g_y,g_size,g_flux_err,g_x_com_err,g_y_com_err,g_size_err,g_e1,g_e2,g_e,g_phi,z_flux,z_x,z_y,z_size,z_flux_err,z_x_com_err,z_y_com_err,z_size_err,z_e1,z_e2,z_e,z_phi,i_flux,i_x,i_y,i_size,i_flux_err,i_x_com_err,i_y_com_err,i_size_err,i_e1,i_e2,i_e,i_phi,r_flux,r_x,r_y,r_size,r_flux_err,r_x_com_err,r_y_com_err,r_size_err,r_e1,r_e2,r_e,r_phi,u_flux,u_x,u_y,u_size,u_flux_err,u_x_com_err,u_y_com_err,u_size_err,u_e1,u_e2,u_e,u_phi
0,0,0,0,0,710960.0,19.9485,2.1555,1.2328,1.4608,0.1244,0.0,0.0,0.0,0.1967,0.2768,0.3395,0.4765,19.7955,2.264,1.2879,1.2545,0.0322,0.0,0.0,0.0,0.1595,0.2247,0.2755,0.4767,26.2547,2.3012,1.3075,1.2154,0.0433,0.0,0.0,0.0,0.1521,0.2146,0.263,0.4773,31.0886,2.27,1.2928,1.2608,0.0923,0.0,0.0,0.0,0.1693,0.2395,0.2933,0.4779,37.0846,2.2817,1.2996,1.4151,0.2511,0.0,0.0,0.0,0.1399,0.205,0.2496,0.4574
1,1,1,1,1,17432684.0,17.5991,0.1221,0.7518,1.2413,0.1244,0.0,0.0,0.0,-0.0532,-0.0045,0.0534,0.0425,18.0387,0.1216,0.7587,1.0622,0.0315,0.0,0.0,0.0,-0.0751,-0.0064,0.0754,0.0426,22.747,0.1217,0.7612,1.0063,0.0433,0.0,0.0,0.0,-0.0813,-0.0071,0.0816,0.0436,25.2258,0.1215,0.7617,0.9958,0.0923,0.0,0.0,0.0,-0.0867,-0.0078,0.087,0.0457,26.7018,0.1211,0.7633,0.971,0.2516,0.0,0.0,0.0,-0.0968,-0.0092,0.0972,0.0497
